simpanan_ref,koperasi_ref,anggota_ref,periode_pembayaran,jumlah_simpanan,status,dibuat_pada,dibayar_pada
SIMPAN-4CB32E347775,KOP-362D85A5CD46,AGT-65AE3DC01A77,Simpanan Wajib,25000,PAID,2026-05-14 08:44:37,2026-01-12 12:57:47
SIMPAN-928EFED58999,KOP-362D85A5CD46,AGT-09A48023660C,Simpanan Pokok,25000,PAID,2025-07-14 01:42:57,2026-04-25 11:16:57
SIMPAN-BEB81F3568AA,KOP-362D85A5CD46,AGT-09A48023660C,Simpanan Pokok,50000,UNPAID,2025-11-14 22:22:21,2025-08-21 15:44:11
SIMPAN-0C9CFAE1205E,KOP-362D85A5CD46,AGT-09A48023660C,Simpanan Wajib,100000,PAID,2025-11-18 17:28:06,2026-02-28 16:04:45
SIMPAN-35ED591E2C48,KOP-362D85A5CD46,AGT-09A48023660C,Simpanan Pokok,100000,PAID,2026-06-17 00:48:49,2025-07-20 00:24:02
SIMPAN-DE3A01334E0B,KOP-362D85A5CD46,AGT-09A48023660C,Simpanan Pokok,50000,UNPAID,2025-08-22 13:15:37,2026-03-24 13:16:49
SIMPAN-9464FD11F22C,KOP-362D85A5CD46,AGT-73CC88BEABC5,Simpanan Wajib,100000,PAID,2025-04-01 04:35:48,2025-05-12 07:08:26
SIMPAN-7AB50A6484F8,KOP-362D85A5CD46,AGT-73CC88BEABC5,Simpanan Pokok,25000,PAID,2025-06-20 11:44:00,2025-06-12 13:44:54
SIMPAN-3020D32C6FF2,KOP-362D85A5CD46,AGT-73CC88BEABC5,Simpanan Pokok,25000,UNPAID,2026-05-16 23:22:16,2025-05-31 12:07:46
SIMPAN-FBEED19296F7,KOP-362D85A5CD46,AGT-73CC88BEABC5,Simpanan Wajib,50000,PAID,2026-04-08 09:36:56,2025-10-07 13:44:45
SIMPAN-0EB6790A4872,KOP-362D85A5CD46,AGT-EDC467FBC2DC,Simpanan Pokok,100000,PAID,2025-05-28 02:06:34,2025-07-31 20:07:12
SIMPAN-E40036A3BDCE,KOP-362D85A5CD46,AGT-EDC467FBC2DC,Simpanan Pokok,100000,UNPAID,2025-08-10 16:11:09,2026-03-16 18:40:38
SIMPAN-995FF9D8FBFC,KOP-362D85A5CD46,AGT-EDC467FBC2DC,Simpanan Wajib,25000,UNPAID,2025-10-14 18:04:57,2025-03-24 09:28:21
SIMPAN-49DC811AD40C,KOP-362D85A5CD46,AGT-EDC467FBC2DC,Simpanan Wajib,100000,PAID,2025-06-19 01:00:57,2025-03-18 09:30:14
SIMPAN-F07B37CE3C6C,KOP-362D85A5CD46,AGT-EDC467FBC2DC,Simpanan Pokok,25000,PAID,2025-11-28 09:43:11,2025-03-03 03:32:52
SIMPAN-F915C228973B,KOP-362D85A5CD46,AGT-206E823CA361,Simpanan Wajib,25000,UNPAID,2025-08-31 16:55:52,2026-01-22 05:15:24
SIMPAN-2FADEED73988,KOP-362D85A5CD46,AGT-206E823CA361,Simpanan Wajib,25000,PAID,2026-03-08 23:49:08,2026-05-10 02:23:28
SIMPAN-6BE7CF48F55D,KOP-362D85A5CD46,AGT-206E823CA361,Simpanan Wajib,25000,PAID,2026-05-26 05:21:44,2025-02-12 10:15:54
SIMPAN-1502F357B205,KOP-362D85A5CD46,AGT-206E823CA361,Simpanan Wajib,100000,PAID,2025-11-03 03:44:57,2026-05-29 14:11:49
SIMPAN-D060256E8F44,KOP-362D85A5CD46,AGT-682F9B091861,Simpanan Pokok,100000,UNPAID,2025-01-21 14:05:12,2025-09-14 20:43:16
SIMPAN-A713C98E8C80,KOP-362D85A5CD46,AGT-682F9B091861,Simpanan Pokok,100000,UNPAID,2026-05-14 23:29:24,2025-01-16 08:21:16
SIMPAN-468BE63F0858,KOP-362D85A5CD46,AGT-682F9B091861,Simpanan Wajib,25000,PAID,2025-04-28 21:42:22,2026-04-07 01:55:57
SIMPAN-646550689B01,KOP-362D85A5CD46,AGT-8D86D84A2709,Simpanan Pokok,100000,PAID,2025-05-22 12:24:46,2025-06-25 14:37:09
SIMPAN-E2C6550A2FAC,KOP-362D85A5CD46,AGT-7970A62D2FCE,Simpanan Pokok,100000,PAID,2025-07-16 22:37:48,2025-03-26 00:09:18
SIMPAN-A7CD71B6C1D0,KOP-362D85A5CD46,AGT-7970A62D2FCE,Simpanan Wajib,50000,PAID,2025-09-03 11:52:45,2025-03-28 17:28:36
SIMPAN-B35CAE9DEDE0,KOP-362D85A5CD46,AGT-7970A62D2FCE,Simpanan Wajib,50000,PAID,2026-01-22 20:53:43,2025-08-11 12:34:00
SIMPAN-FD230E73B702,KOP-362D85A5CD46,AGT-7970A62D2FCE,Simpanan Pokok,25000,PAID,2025-03-25 11:04:39,2025-02-18 03:13:10
SIMPAN-9F5F5A0E73FB,KOP-362D85A5CD46,AGT-7970A62D2FCE,Simpanan Pokok,100000,PAID,2025-07-13 03:09:34,2025-12-05 13:23:07
SIMPAN-D2C8EAFEC4AC,KOP-362D85A5CD46,AGT-80949C431CB9,Simpanan Wajib,25000,UNPAID,2025-11-07 02:41:01,2025-05-13 09:14:06
SIMPAN-2100AE54C585,KOP-362D85A5CD46,AGT-80949C431CB9,Simpanan Wajib,25000,PAID,2025-04-06 14:16:41,2025-09-17 19:41:32
SIMPAN-9205AB8EF29A,KOP-362D85A5CD46,AGT-80949C431CB9,Simpanan Pokok,100000,UNPAID,2025-11-25 07:36:12,2025-09-02 16:19:08
SIMPAN-55DA26A601F0,KOP-362D85A5CD46,AGT-80949C431CB9,Simpanan Wajib,100000,PAID,2025-04-29 20:17:33,2026-04-10 14:41:55
SIMPAN-99F478A795C0,KOP-362D85A5CD46,AGT-80949C431CB9,Simpanan Wajib,50000,UNPAID,2026-03-23 02:12:28,2025-01-10 14:07:06
SIMPAN-82605A2BCCA6,KOP-362D85A5CD46,AGT-3463E5986ADB,Simpanan Wajib,50000,PAID,2025-01-01 11:00:09,2025-10-15 19:25:04
SIMPAN-3E7089294525,KOP-362D85A5CD46,AGT-3463E5986ADB,Simpanan Pokok,100000,PAID,2026-03-26 07:54:31,2025-04-30 19:42:42
SIMPAN-DC64DB93A99D,KOP-362D85A5CD46,AGT-3463E5986ADB,Simpanan Pokok,50000,PAID,2025-01-21 12:24:43,2025-10-24 05:54:19
SIMPAN-CA2C97FB1C2D,KOP-362D85A5CD46,AGT-3463E5986ADB,Simpanan Wajib,25000,PAID,2026-01-04 21:06:25,2025-11-03 17:22:43
SIMPAN-009A2FD21369,KOP-362D85A5CD46,AGT-812FF667C51F,Simpanan Wajib,25000,PAID,2026-02-01 20:59:38,2025-08-04 10:46:42
SIMPAN-A427E163A618,KOP-362D85A5CD46,AGT-812FF667C51F,Simpanan Wajib,50000,UNPAID,2025-01-26 07:23:56,2025-01-11 22:10:03
SIMPAN-919BAF764E98,KOP-362D85A5CD46,AGT-812FF667C51F,Simpanan Wajib,100000,PAID,2026-06-26 12:42:07,2026-03-03 00:24:55
SIMPAN-4C063B360A7F,KOP-362D85A5CD46,AGT-812FF667C51F,Simpanan Wajib,50000,UNPAID,2025-07-06 23:39:50,2026-02-22 02:27:50
SIMPAN-1828FE03FB0D,KOP-362D85A5CD46,AGT-812FF667C51F,Simpanan Pokok,100000,PAID,2026-02-24 19:56:49,2026-05-03 01:13:46
SIMPAN-EC88CE4BFE5C,KOP-362D85A5CD46,AGT-BEFC99290DB2,Simpanan Pokok,100000,PAID,2025-02-26 15:56:23,2025-09-02 13:01:10
SIMPAN-1957F4DF2FF3,KOP-362D85A5CD46,AGT-BEFC99290DB2,Simpanan Pokok,25000,UNPAID,2026-03-06 06:16:35,2025-07-11 01:10:57
SIMPAN-694621597C1D,KOP-362D85A5CD46,AGT-BEFC99290DB2,Simpanan Wajib,100000,UNPAID,2025-06-21 10:27:52,2025-07-26 05:58:11
SIMPAN-3C8106EB60A5,KOP-362D85A5CD46,AGT-BEFC99290DB2,Simpanan Pokok,25000,UNPAID,2025-09-05 01:53:20,2025-05-27 07:51:08
SIMPAN-6ACB294DCE33,KOP-362D85A5CD46,AGT-565853D1C632,Simpanan Wajib,50000,UNPAID,2026-02-06 11:45:51,2025-05-24 21:48:04
SIMPAN-0493D3CBB324,KOP-362D85A5CD46,AGT-565853D1C632,Simpanan Wajib,25000,PAID,2026-06-02 12:30:40,2025-09-06 17:33:48
SIMPAN-DD9913ACE16A,KOP-9CF5E3251F71,AGT-D8C16F48BED5,Simpanan Pokok,25000,UNPAID,2026-01-09 15:44:58,2025-09-01 11:30:11
SIMPAN-9CE22FE1F611,KOP-9CF5E3251F71,AGT-D8C16F48BED5,Simpanan Pokok,25000,PAID,2026-04-15 15:52:03,2025-03-16 11:23:01
SIMPAN-065074CD42C3,KOP-9CF5E3251F71,AGT-D8C16F48BED5,Simpanan Pokok,50000,PAID,2025-02-26 11:26:48,2026-01-30 18:14:23
SIMPAN-3D2B1E8CB43D,KOP-9CF5E3251F71,AGT-D8C16F48BED5,Simpanan Wajib,100000,UNPAID,2026-03-07 21:41:12,2026-04-02 16:46:09
SIMPAN-329F1896A335,KOP-9CF5E3251F71,AGT-E6CCC7A789E1,Simpanan Pokok,50000,UNPAID,2026-06-22 18:14:05,2025-04-11 19:35:09
SIMPAN-02332D2FD884,KOP-9CF5E3251F71,AGT-E6CCC7A789E1,Simpanan Pokok,25000,PAID,2026-02-05 23:54:01,2025-04-28 14:02:57
SIMPAN-BCA73BDB6F5C,KOP-9CF5E3251F71,AGT-6792CCA4057C,Simpanan Wajib,100000,UNPAID,2025-06-14 13:50:32,2026-05-06 06:24:41
SIMPAN-A25522B28441,KOP-9CF5E3251F71,AGT-6792CCA4057C,Simpanan Pokok,25000,PAID,2025-06-09 17:46:39,2025-06-10 00:03:52
SIMPAN-326803B3A725,KOP-9CF5E3251F71,AGT-6792CCA4057C,Simpanan Pokok,100000,UNPAID,2025-10-25 16:17:25,2025-06-08 23:01:13
SIMPAN-88B405DD2A55,KOP-9CF5E3251F71,AGT-83BA2D93BA80,Simpanan Wajib,50000,UNPAID,2025-07-29 14:59:16,2026-04-18 02:53:31
SIMPAN-7EB69517935C,KOP-9CF5E3251F71,AGT-83BA2D93BA80,Simpanan Wajib,50000,PAID,2025-09-27 20:32:43,2025-02-06 15:49:47
SIMPAN-9F4E77AFDECD,KOP-9CF5E3251F71,AGT-83BA2D93BA80,Simpanan Wajib,100000,UNPAID,2026-03-04 16:21:49,2026-01-17 02:29:22
SIMPAN-4583F2BFA9F2,KOP-9CF5E3251F71,AGT-B8497E4CE4F5,Simpanan Pokok,100000,PAID,2025-01-17 01:10:43,2025-05-18 12:43:28
SIMPAN-910BCB1F8B57,KOP-9CF5E3251F71,AGT-B8497E4CE4F5,Simpanan Wajib,50000,PAID,2025-08-08 08:44:46,2026-04-26 17:21:37
SIMPAN-A915D9C87422,KOP-9CF5E3251F71,AGT-B8497E4CE4F5,Simpanan Wajib,25000,PAID,2025-07-24 03:37:11,2026-01-23 18:01:37
SIMPAN-D9FA5BA16116,KOP-9CF5E3251F71,AGT-B8497E4CE4F5,Simpanan Wajib,25000,UNPAID,2025-06-14 15:08:04,2025-04-21 13:30:50
SIMPAN-D5D60B0AE514,KOP-9CF5E3251F71,AGT-0559879A49BB,Simpanan Pokok,100000,UNPAID,2025-02-07 20:31:10,2025-08-02 20:40:52
SIMPAN-0F1A59458637,KOP-9CF5E3251F71,AGT-0559879A49BB,Simpanan Wajib,50000,UNPAID,2026-04-15 08:37:31,2026-06-17 18:34:06
SIMPAN-8056BEF6EF98,KOP-9CF5E3251F71,AGT-0559879A49BB,Simpanan Wajib,25000,PAID,2026-01-22 03:32:45,2026-02-06 07:48:42
SIMPAN-523D6DD92919,KOP-9CF5E3251F71,AGT-0559879A49BB,Simpanan Pokok,25000,PAID,2025-09-12 19:09:23,2025-08-14 02:09:50
SIMPAN-ADC4B0D58189,KOP-9CF5E3251F71,AGT-0559879A49BB,Simpanan Pokok,25000,UNPAID,2025-03-23 10:35:48,2025-08-17 11:23:28
SIMPAN-9B4B0DAD3267,KOP-9CF5E3251F71,AGT-C49D4771FF33,Simpanan Wajib,25000,UNPAID,2026-01-22 05:42:27,2025-05-29 12:15:48
SIMPAN-A567992450BE,KOP-9CF5E3251F71,AGT-C49D4771FF33,Simpanan Pokok,50000,PAID,2026-02-18 02:01:38,2025-01-05 06:02:29
SIMPAN-7181B5A752F2,KOP-9CF5E3251F71,AGT-36F253FFEDAB,Simpanan Wajib,25000,UNPAID,2025-06-19 18:27:12,2025-01-13 12:15:46
SIMPAN-B47A2BA344C0,KOP-9CF5E3251F71,AGT-701E026D30A7,Simpanan Wajib,25000,PAID,2025-03-26 11:52:59,2025-05-24 17:14:40
SIMPAN-98BE48C6335C,KOP-9CF5E3251F71,AGT-23AED76EE5D6,Simpanan Wajib,25000,PAID,2026-01-11 01:30:46,2025-08-20 02:40:56
SIMPAN-83B0AF456DF6,KOP-9CF5E3251F71,AGT-23AED76EE5D6,Simpanan Pokok,100000,PAID,2025-06-06 13:50:41,2026-01-25 22:59:05
SIMPAN-2316702E9FED,KOP-9CF5E3251F71,AGT-A57D8849E5E3,Simpanan Pokok,100000,UNPAID,2025-05-09 11:28:50,2026-01-23 23:56:56
SIMPAN-3F49B15BC3BF,KOP-9CF5E3251F71,AGT-1FCAE32A1B1D,Simpanan Pokok,100000,UNPAID,2025-04-17 11:21:41,2025-01-10 12:26:41
SIMPAN-2B7C096B552F,KOP-9CF5E3251F71,AGT-216522247593,Simpanan Wajib,25000,PAID,2026-04-10 03:38:38,2025-10-31 18:19:32
SIMPAN-7798FD9AD674,KOP-9CF5E3251F71,AGT-216522247593,Simpanan Wajib,100000,PAID,2025-03-12 00:47:34,2025-07-22 03:48:25
SIMPAN-144C58A36D02,KOP-9CF5E3251F71,AGT-216522247593,Simpanan Wajib,50000,PAID,2025-10-06 11:27:28,2026-05-01 04:33:22
SIMPAN-EF8093F987CD,KOP-9CF5E3251F71,AGT-216522247593,Simpanan Pokok,50000,PAID,2026-04-29 21:49:56,2025-10-03 01:59:23
SIMPAN-5D6765F440A0,KOP-9CF5E3251F71,AGT-216522247593,Simpanan Wajib,100000,PAID,2025-01-28 08:06:01,2025-08-08 16:22:27
SIMPAN-4CEA6A16DDEF,KOP-9CF5E3251F71,AGT-10DCC1BFE292,Simpanan Pokok,25000,PAID,2025-01-18 08:09:39,2025-06-21 15:31:58
SIMPAN-A4DA3E3DD68E,KOP-9CF5E3251F71,AGT-10DCC1BFE292,Simpanan Wajib,50000,PAID,2025-03-08 23:30:59,2025-02-16 12:39:31
SIMPAN-15D2D1DDAAF5,KOP-9CF5E3251F71,AGT-10DCC1BFE292,Simpanan Wajib,50000,PAID,2025-03-31 01:19:05,2025-03-25 00:58:27
SIMPAN-56D34A4159C1,KOP-9CF5E3251F71,AGT-1B02405A8BB8,Simpanan Wajib,50000,UNPAID,2025-11-04 20:26:27,2026-01-23 23:08:26
SIMPAN-37CA659BDDA4,KOP-9CF5E3251F71,AGT-1B02405A8BB8,Simpanan Wajib,100000,PAID,2026-06-14 02:31:28,2026-04-24 00:26:28
SIMPAN-25A7C4339345,KOP-9CF5E3251F71,AGT-1B02405A8BB8,Simpanan Pokok,50000,PAID,2025-01-26 01:56:59,2026-04-12 17:03:31
SIMPAN-47DF736EE54C,KOP-9CF5E3251F71,AGT-1B02405A8BB8,Simpanan Pokok,25000,PAID,2026-05-13 08:04:47,2026-05-08 11:24:11
SIMPAN-0D9EFC9D6862,KOP-9CF5E3251F71,AGT-1B02405A8BB8,Simpanan Wajib,100000,PAID,2025-07-26 01:20:46,2026-03-31 19:13:00
SIMPAN-4D6FAA2746AA,KOP-9CF5E3251F71,AGT-6AC9AD0914C9,Simpanan Wajib,50000,PAID,2025-08-21 08:27:36,2025-08-27 18:53:44
SIMPAN-8F7EDDD2D509,KOP-9CF5E3251F71,AGT-6AC9AD0914C9,Simpanan Wajib,100000,UNPAID,2026-02-21 12:28:04,2026-01-19 05:53:22
SIMPAN-3E93A5814B0A,KOP-9CF5E3251F71,AGT-6AC9AD0914C9,Simpanan Pokok,100000,PAID,2026-05-07 00:57:55,2025-08-05 08:31:28
SIMPAN-7FD0139E3512,KOP-9CF5E3251F71,AGT-6AC9AD0914C9,Simpanan Wajib,25000,PAID,2025-02-26 11:19:38,2025-07-04 14:00:26
SIMPAN-099B93E73BC0,KOP-9CF5E3251F71,AGT-6AC9AD0914C9,Simpanan Wajib,50000,PAID,2026-01-31 04:03:56,2026-05-05 23:34:41
SIMPAN-0033BD8C2A61,KOP-9CF5E3251F71,AGT-219D458A13B1,Simpanan Pokok,50000,UNPAID,2026-02-02 20:08:56,2026-04-10 03:22:02
SIMPAN-817DC56087A2,KOP-9CF5E3251F71,AGT-219D458A13B1,Simpanan Wajib,100000,PAID,2025-09-05 09:57:25,2025-07-25 04:31:41
SIMPAN-4307FEB2D88B,KOP-9CF5E3251F71,AGT-9766E081304B,Simpanan Wajib,25000,PAID,2025-01-26 14:18:57,2025-07-12 13:30:26
SIMPAN-48204B8BEEDD,KOP-9CF5E3251F71,AGT-4D050D7069E2,Simpanan Wajib,100000,PAID,2026-05-02 03:36:23,2026-02-09 14:28:25
SIMPAN-60212BAB4BFA,KOP-9CF5E3251F71,AGT-4D050D7069E2,Simpanan Pokok,50000,PAID,2025-05-10 22:00:11,2025-02-26 11:59:17
SIMPAN-71176203F17D,KOP-9CF5E3251F71,AGT-63ACF47B120D,Simpanan Wajib,50000,UNPAID,2026-06-11 02:58:54,2025-05-23 03:11:37
SIMPAN-81E0B38D30DA,KOP-9CF5E3251F71,AGT-63ACF47B120D,Simpanan Pokok,25000,PAID,2026-06-09 05:05:41,2025-07-17 19:19:40
SIMPAN-E9A7D916F1DD,KOP-9CF5E3251F71,AGT-B69A2528D96D,Simpanan Wajib,50000,PAID,2026-03-06 02:33:22,2025-05-22 04:36:13
SIMPAN-AE4F0A53FFEE,KOP-9CF5E3251F71,AGT-B69A2528D96D,Simpanan Pokok,100000,UNPAID,2025-05-20 05:05:11,2025-01-22 14:57:06
SIMPAN-99BB19343282,KOP-9CF5E3251F71,AGT-46F3071F53D9,Simpanan Pokok,50000,UNPAID,2025-07-13 11:32:12,2025-03-09 15:04:01
SIMPAN-97E85D753A6D,KOP-9CF5E3251F71,AGT-46F3071F53D9,Simpanan Wajib,50000,PAID,2025-01-16 08:52:37,2025-05-31 08:12:14
SIMPAN-5CEB320084C6,KOP-9CF5E3251F71,AGT-46F3071F53D9,Simpanan Pokok,100000,UNPAID,2025-08-22 23:58:42,2025-07-03 12:29:55
SIMPAN-F455106FD7A3,KOP-9CF5E3251F71,AGT-46F3071F53D9,Simpanan Pokok,100000,PAID,2026-02-16 16:32:14,2025-04-15 06:21:52
SIMPAN-3EA96EAC1D2E,KOP-9CF5E3251F71,AGT-46F3071F53D9,Simpanan Wajib,100000,PAID,2026-04-18 21:13:57,2025-09-24 22:01:40
SIMPAN-093CEF8B3C90,KOP-9CF5E3251F71,AGT-6C869BFF5E6E,Simpanan Pokok,25000,PAID,2025-11-13 08:06:11,2025-08-15 01:41:12
SIMPAN-6B7307E80459,KOP-9CF5E3251F71,AGT-6C869BFF5E6E,Simpanan Wajib,50000,PAID,2026-06-17 00:53:34,2025-11-25 20:27:33
SIMPAN-FE732DA90A9E,KOP-9CF5E3251F71,AGT-6C869BFF5E6E,Simpanan Wajib,50000,PAID,2025-12-08 11:33:04,2025-12-23 21:37:14
SIMPAN-567D6F179D17,KOP-9CF5E3251F71,AGT-6C869BFF5E6E,Simpanan Pokok,100000,PAID,2025-06-20 17:31:48,2026-06-28 17:26:11
SIMPAN-9694F56A29AC,KOP-9CF5E3251F71,AGT-6C869BFF5E6E,Simpanan Pokok,25000,PAID,2025-04-11 05:31:55,2025-01-17 09:42:03
SIMPAN-06B17332FF60,KOP-9CF5E3251F71,AGT-54AE91ABB86A,Simpanan Pokok,100000,PAID,2025-12-19 23:57:11,2026-05-17 17:03:15
SIMPAN-27394638414A,KOP-9CF5E3251F71,AGT-E427CC9AF9C3,Simpanan Wajib,50000,PAID,2025-08-12 19:12:47,2026-03-12 05:24:13
SIMPAN-7105F55CC20E,KOP-9CF5E3251F71,AGT-E427CC9AF9C3,Simpanan Wajib,50000,UNPAID,2026-04-20 15:41:43,2025-04-17 03:45:54
SIMPAN-8EFD389C5E29,KOP-5D4CC49511DA,AGT-37938EBF3F30,Simpanan Wajib,50000,UNPAID,2026-04-01 06:03:45,2025-05-29 02:15:44
SIMPAN-9FCDDE307336,KOP-5D4CC49511DA,AGT-37938EBF3F30,Simpanan Wajib,25000,PAID,2025-06-12 18:52:47,2025-01-27 02:52:54
SIMPAN-7EA2B6AE2B6C,KOP-5D4CC49511DA,AGT-37938EBF3F30,Simpanan Pokok,50000,UNPAID,2025-02-24 10:35:59,2025-09-22 15:08:40
SIMPAN-268CAF0E7A17,KOP-5D4CC49511DA,AGT-8FB6E016D7CA,Simpanan Wajib,25000,PAID,2026-04-22 09:07:27,2026-04-26 18:00:56
SIMPAN-318EF957BB7C,KOP-5D4CC49511DA,AGT-8FB6E016D7CA,Simpanan Wajib,25000,PAID,2025-01-04 22:03:49,2025-10-07 15:10:01
SIMPAN-2EBB45CE86AC,KOP-5D4CC49511DA,AGT-8FB6E016D7CA,Simpanan Wajib,50000,PAID,2026-04-15 01:55:28,2026-03-21 03:08:46
SIMPAN-5595A28A6F03,KOP-5D4CC49511DA,AGT-9D277DCE426A,Simpanan Pokok,50000,PAID,2025-01-02 12:26:14,2025-07-20 17:56:18
SIMPAN-8938CB89EDCE,KOP-5D4CC49511DA,AGT-9D277DCE426A,Simpanan Pokok,100000,UNPAID,2026-03-11 01:12:41,2025-12-09 14:05:50
SIMPAN-6C4B50875891,KOP-5D4CC49511DA,AGT-9D277DCE426A,Simpanan Wajib,100000,UNPAID,2025-01-11 07:19:40,2025-03-18 23:20:51
SIMPAN-00389B538615,KOP-5D4CC49511DA,AGT-644A70288160,Simpanan Pokok,50000,PAID,2025-03-28 21:00:02,2025-03-29 22:27:25
SIMPAN-9C7B5368329F,KOP-5D4CC49511DA,AGT-644A70288160,Simpanan Wajib,100000,PAID,2026-06-19 16:01:10,2025-01-03 04:18:52
SIMPAN-11654419697A,KOP-5D4CC49511DA,AGT-644A70288160,Simpanan Wajib,25000,UNPAID,2026-06-11 14:34:39,2026-05-13 03:44:30
SIMPAN-A7739121FE27,KOP-5D4CC49511DA,AGT-763650777CAA,Simpanan Wajib,100000,PAID,2025-10-28 15:00:38,2025-03-27 01:57:19
SIMPAN-FEFE91A3C971,KOP-5D4CC49511DA,AGT-763650777CAA,Simpanan Wajib,25000,PAID,2025-02-05 20:46:36,2025-01-01 01:51:56
SIMPAN-E6B3413318F1,KOP-5D4CC49511DA,AGT-763650777CAA,Simpanan Wajib,25000,PAID,2026-05-24 20:13:00,2026-01-06 01:01:20
SIMPAN-AB0D3750C7D9,KOP-5D4CC49511DA,AGT-763650777CAA,Simpanan Pokok,25000,PAID,2025-02-19 05:24:36,2025-12-23 10:31:27
SIMPAN-B9F80CA559D4,KOP-5D4CC49511DA,AGT-6E3A77D48DCE,Simpanan Wajib,50000,UNPAID,2026-04-08 11:15:31,2025-09-18 06:04:48
SIMPAN-23B59B63CCE6,KOP-5D4CC49511DA,AGT-6E3A77D48DCE,Simpanan Wajib,25000,PAID,2025-09-22 23:36:33,2025-06-19 02:02:40
SIMPAN-7780325BE874,KOP-5D4CC49511DA,AGT-6E3A77D48DCE,Simpanan Wajib,25000,PAID,2025-10-19 04:06:51,2025-12-24 07:41:20
SIMPAN-65EEB0444F8C,KOP-5D4CC49511DA,AGT-6E3A77D48DCE,Simpanan Wajib,50000,PAID,2026-01-11 03:22:58,2025-07-12 08:40:41
SIMPAN-2B6471B91169,KOP-5D4CC49511DA,AGT-6E3A77D48DCE,Simpanan Wajib,100000,PAID,2026-03-31 15:25:41,2026-02-09 20:52:40
SIMPAN-FF55B5106729,KOP-5D4CC49511DA,AGT-F01F90642228,Simpanan Pokok,50000,PAID,2025-02-05 18:46:08,2025-03-01 07:41:53
SIMPAN-7E930AE65FE2,KOP-5D4CC49511DA,AGT-F01F90642228,Simpanan Wajib,100000,PAID,2025-06-25 10:18:45,2025-02-16 12:56:34
SIMPAN-B1574E76D94E,KOP-5D4CC49511DA,AGT-F01F90642228,Simpanan Wajib,50000,PAID,2025-12-05 00:58:33,2026-03-24 07:36:47
SIMPAN-73BBB3DD1EA0,KOP-5D4CC49511DA,AGT-F01F90642228,Simpanan Pokok,50000,PAID,2025-09-07 11:33:14,2025-05-29 16:04:11
SIMPAN-259981ECEC2A,KOP-5D4CC49511DA,AGT-C9F030416F42,Simpanan Pokok,25000,PAID,2026-02-26 04:17:18,2026-05-28 07:37:58
SIMPAN-DA1F01E5E843,KOP-5D4CC49511DA,AGT-C9F030416F42,Simpanan Pokok,100000,PAID,2025-07-23 23:41:46,2025-10-09 19:21:53
SIMPAN-D30E14A3B914,KOP-5D4CC49511DA,AGT-50E52423BDF3,Simpanan Pokok,100000,UNPAID,2025-05-25 02:20:19,2025-10-16 17:07:46
SIMPAN-0202934F1E9A,KOP-5D4CC49511DA,AGT-50E52423BDF3,Simpanan Wajib,100000,UNPAID,2025-10-14 16:16:10,2025-11-09 14:04:31
SIMPAN-F04C51FFDB7A,KOP-5D4CC49511DA,AGT-50E52423BDF3,Simpanan Pokok,50000,PAID,2025-09-11 16:35:25,2025-04-17 17:32:27
SIMPAN-BD9B5B87B87C,KOP-5D4CC49511DA,AGT-50E52423BDF3,Simpanan Wajib,100000,PAID,2025-07-04 02:56:04,2025-09-26 15:38:52
SIMPAN-686B65C3EE68,KOP-5D4CC49511DA,AGT-31E258AF3BFD,Simpanan Wajib,50000,PAID,2025-10-28 10:09:00,2025-12-04 18:40:03
SIMPAN-B5FEE42AE2F5,KOP-5D4CC49511DA,AGT-31E258AF3BFD,Simpanan Wajib,50000,PAID,2025-03-12 08:34:40,2025-10-12 00:09:19
SIMPAN-DA680E9BAC2D,KOP-5D4CC49511DA,AGT-31E258AF3BFD,Simpanan Pokok,100000,PAID,2025-08-07 15:08:39,2025-01-04 11:57:10
SIMPAN-34BD5D4CE62F,KOP-5D4CC49511DA,AGT-31E258AF3BFD,Simpanan Wajib,25000,UNPAID,2026-04-10 12:07:10,2025-03-07 21:10:08
SIMPAN-3BFABF569377,KOP-5D4CC49511DA,AGT-31E258AF3BFD,Simpanan Pokok,50000,PAID,2025-09-13 18:47:04,2025-01-28 04:02:13
SIMPAN-8F1A10C52132,KOP-5D4CC49511DA,AGT-94DC630DBE60,Simpanan Pokok,25000,PAID,2025-01-29 23:55:44,2026-03-05 12:12:26
SIMPAN-C3D08360D11D,KOP-5D4CC49511DA,AGT-94DC630DBE60,Simpanan Wajib,100000,PAID,2025-11-20 08:26:57,2025-04-15 13:47:25
SIMPAN-FCE3769AC7EA,KOP-5D4CC49511DA,AGT-C6B08DAE498C,Simpanan Wajib,50000,PAID,2025-03-06 03:49:40,2025-05-14 22:46:31
SIMPAN-E09B87BD02E2,KOP-5D4CC49511DA,AGT-C6B08DAE498C,Simpanan Pokok,25000,UNPAID,2025-01-15 17:53:47,2025-07-10 20:18:05
SIMPAN-BD8FE06A42F3,KOP-5D4CC49511DA,AGT-C6B08DAE498C,Simpanan Wajib,100000,PAID,2026-02-09 15:09:11,2025-03-21 11:36:45
SIMPAN-D05E1FE705EA,KOP-5D4CC49511DA,AGT-C6B08DAE498C,Simpanan Wajib,50000,UNPAID,2026-06-07 12:03:47,2026-06-10 14:36:44
SIMPAN-36136138185E,KOP-5D4CC49511DA,AGT-7C51FD840708,Simpanan Pokok,50000,UNPAID,2025-10-07 14:12:12,2026-06-23 11:17:33
